gene,logfoldchange,pval,pval_adj
1700026F02Rik,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm43518,-16.22705,0.00010748495964249575,0.0003060765387066188
1700060C16Rik,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm48619,-16.22705,0.00010748495964249575,0.0003060765387066188
4931431B13Rik,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm30771,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm43186,-16.22705,0.00010748495964249575,0.0003060765387066188
Ssmem1,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm27030,-16.22705,0.00010748495964249575,0.0003060765387066188
H2bc18,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm44974,-16.22705,0.00010748495964249575,0.0003060765387066188
Hoxa6,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm11494,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm49162,-16.22705,0.00010748495964249575,0.0003060765387066188
Krt76,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm16191,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm44633,-16.22705,0.00010748495964249575,0.0003060765387066188
Klk11,-16.22705,0.00010748495964249575,0.0003060765387066188
Slc4a9,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm49085,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm40646,-16.22705,0.00010748495964249575,0.0003060765387066188
4930568G15Rik,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm39318,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm26577,-16.22705,0.00010748495964249575,0.0003060765387066188
Ccdc169,-16.22705,0.00010748495964249575,0.0003060765387066188
Has1,-16.22705,0.00010748495964249575,0.0003060765387066188
Gm38150,-16.22705,0.00010748495964249575,0.0003060765387066188
Cdh17,-2.3889556,0.00010679534690257672,0.00030583525870369753
Far1,-0.27345115,0.00010337568357731378,0.00029641527921774817
Cd38,-1.115007,0.00010320321196117675,0.0002959518218859373
Ttll11,-0.7482085,0.00010291876608394023,0.0002951981374503435
Trpc3,-1.1050775,0.00010245902339322879,0.0002939412331307477
I830077J02Rik,-2.3889556,0.00010138839304249547,0.00029097911592033244
Dpys,-1.9798309,0.00010139454671157172,0.00029097911592033244
Pdxp,-1.1493201,0.00010137122909287788,0.0002909733671071115
Parp16,-0.63045615,0.00010114141508926502,0.00029037476931463753
Barx2,-0.9086404,0.00010095025640726448,0.00028988692161206796
Gm4981,-2.3975213,9.939627100715355e-05,0.0002855146120261245
Prg2,-16.712494,9.632668675312359e-05,0.00027707622507590953
Gm11770,-16.712494,9.632668675312359e-05,0.00027707622507590953
Gm31678,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm29010,-16.407629,9.614170317788807e-05,0.0002766024153704824
4930557F10Rik,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm32511,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm37017,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm12278,-16.407629,9.614170317788807e-05,0.0002766024153704824
Dnaaf6b,-16.407629,9.614170317788807e-05,0.0002766024153704824
Cyp27b1,-16.407629,9.614170317788807e-05,0.0002766024153704824
Zglp1,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm27007,-16.407629,9.614170317788807e-05,0.0002766024153704824
Leat1,-16.407629,9.614170317788807e-05,0.0002766024153704824
Myoz2,-16.407629,9.614170317788807e-05,0.0002766024153704824
Meiob,-16.407629,9.614170317788807e-05,0.0002766024153704824
AI197445,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm21731,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm38843,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gsg1,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm48940,-16.407629,9.614170317788807e-05,0.0002766024153704824
Rdh16f1,-16.407629,9.614170317788807e-05,0.0002766024153704824
Gm43661,-16.407629,9.614170317788807e-05,0.0002766024153704824
Ttc6,-1.9911981,9.667183032306962e-05,0.000277981146214931
Caskin1,-0.78348696,9.596601331419761e-05,0.0002766024153704824
Trim63,-16.964046,9.445742343225811e-05,0.00027244570377888685
Ankrd29,-1.7607552,9.36263616679393e-05,0.00027010572195897576
Ctsh,-0.35753202,9.319348024838045e-05,0.0002689421404948242
Gm2788,-2.3975213,9.190111092640455e-05,0.0002654179370107107
Itgam,-1.3813653,9.190422944362375e-05,0.0002654179370107107
Cav1,-0.45456466,8.9408059038607e-05,0.00025840036370605344
2810442N19Rik,-16.642103,8.767681572371154e-05,0.0002536116219625486
Prss34,-16.642103,8.767681572371154e-05,0.0002536116219625486
Gprc5a,-16.642103,8.767681572371154e-05,0.0002536116219625486
Svopl,-1.554662,8.724103485349893e-05,0.0002524580789194575
Msh4,-1.6228352,8.634586599623405e-05,0.00024997361672093925
Cmc2,-0.40563476,8.557954394355165e-05,0.00024786021940074153
Trim71,-1.8143165,8.517832089985683e-05,0.00024677670792962555
Casq2,-1.6228352,8.453225833526293e-05,0.0002449829369841507
Txn1,-0.16082752,8.413652414819595e-05,0.00024388783510119908
Rmdn2,-0.26966217,8.385072950677299e-05,0.0002430852057468064
Cox4i2,-1.3856857,8.369118940224044e-05,0.00024267422942325518
Siglech,-2.4060366,8.327490750935018e-05,0.00024154411980535303
Trnp1,-1.6228352,8.304322550335791e-05,0.0002408977035612177
Vmn2r73,-17.075085,8.20206970834948e-05,0.0002380579454098712
Mtss2,-0.5650041,8.186923045223927e-05,0.00023766885688862187
Gm16062,-1.4236014,8.160713480065865e-05,0.0002369835781176753
Dusp2,-1.3276703,8.146892082060779e-05,0.00023663254735798453
Upp2,-0.39001206,8.110671391245632e-05,0.00023563062459584967
Col4a1,-0.22351396,8.087941286642078e-05,0.00023502028623796154
Megf10,-1.5673914,7.976801731412652e-05,0.00023196359321840413
9630028I04Rik,-0.9742012,7.974012896890364e-05,0.00023190719442245164
Gcnt2,-1.3276703,7.876855099229313e-05,0.00022913038011320897
Ntrk3,-1.092668,7.836911224345902e-05,0.000227992740712111
Gask1b,-0.6621008,7.79369610399462e-05,0.00022683219776928375
Nr2f2,-0.2272273,7.585920246167558e-05,0.00022097341350806873
Rpl36a-ps1,-1.7695863,7.567982194932627e-05,0.0002204744108709406
Gm41662,-16.568098,7.437494676799014e-05,0.00021685809179906393
Gm11465,-16.568098,7.437494676799014e-05,0.00021685809179906393
Apela,-16.568098,7.437494676799014e-05,0.00021685809179906393
Gm16006,-16.568098,7.437494676799014e-05,0.00021685809179906393
Aldh1l2,-2.4060366,7.47611666302211e-05,0.00021793766095504232
Cd163,-1.778364,7.469711852138442e-05,0.00021777420469720862
C030014I23Rik,-1.9968483,7.239266147100616e-05,0.0002111910285439557
Pyroxd2,-0.64205563,7.223835978033462e-05,0.00021078592893902705
2210406O10Rik,-1.1744733,7.159061499174729e-05,0.0002089628566516652
Gm973,-1.0763186,7.035944702536344e-05,0.00020556703928662366
Fam13c,-0.6883614,7.027167540715466e-05,0.00020533257209348713
Ppia,-0.30950105,6.99749351770948e-05,0.00020448738682866523
Prr15l,-2.0024767,6.708420784146929e-05,0.0001962709094187351
Wwc1,-0.8668474,6.706196814556803e-05,0.00019622686917569865
Ramp1,-0.6176164,6.656247685049653e-05,0.00019480708601662627
Dlgap1,-0.33836475,6.645101223940211e-05,0.00019450171389069423
Man2a2,-0.31220695,6.580944022218098e-05,0.00019268409750202857
6820408C15Rik,-1.1391041,6.537670873844364e-05,0.00019150094181801596
Myoz3,-1.7914312,6.530789058353605e-05,0.00019131988590153273
Col6a6,-0.5305468,6.514574910497953e-05,0.00019086537051328
Apol9b,-1.2371808,6.463687746688588e-05,0.0001893947913155597
Mst1r,-1.3058746,6.449830119003903e-05,0.00018902931702357616
8030443G20Rik,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm34517,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm26815,-16.320164,6.33246923915907e-05,0.00018568940783670937
Inhbc,-16.90515,6.33246923915907e-05,0.00018568940783670937
Rapgef3os2,-16.320164,6.33246923915907e-05,0.00018568940783670937
Insl3,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm13703,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm48695,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm47532,-16.320164,6.33246923915907e-05,0.00018568940783670937
9130015G15Rik,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm44929,-16.320164,6.33246923915907e-05,0.00018568940783670937
H2ac13,-16.320164,6.33246923915907e-05,0.00018568940783670937
Ugt2b38,-16.320164,6.33246923915907e-05,0.00018568940783670937
Rimbp3,-16.320164,6.33246923915907e-05,0.00018568940783670937
B230214G05Rik,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm20659,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm15587,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm46606,-16.320164,6.33246923915907e-05,0.00018568940783670937
Cldn9,-16.320164,6.33246923915907e-05,0.00018568940783670937
Prap1,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm34804,-16.320164,6.33246923915907e-05,0.00018568940783670937
C230057A21Rik,-16.320164,6.33246923915907e-05,0.00018568940783670937
Ndp,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm42777,-16.320164,6.33246923915907e-05,0.00018568940783670937
Hsd17b6,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm11261,-16.320164,6.33246923915907e-05,0.00018568940783670937
Gm48727,-16.320164,6.33246923915907e-05,0.00018568940783670937
Tbx5,-16.90515,6.33246923915907e-05,0.00018568940783670937
Myo7b,-16.320164,6.33246923915907e-05,0.00018568940783670937
Sdhb,-0.20208468,6.38578587049353e-05,0.00018717242256799233
Fcgr1,-1.3081521,6.32728394426859e-05,0.00018568940783670937
Sybu,-0.9935851,6.310496193055214e-05,0.00018564322547030116
Unc93a2,-16.779612,5.901889604837636e-05,0.0001739601553285998
Insc,-2.0136676,5.8409866674675476e-05,0.00017225800278879505
Abhd6,-0.4744762,5.7598386076403045e-05,0.0001699566340693864
Hrh2,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm44000,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm17634,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gpr63,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm11817,-16.490093,5.697766856555102e-05,0.00016821596938205443
Trgc4,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm34885,-16.490093,5.697766856555102e-05,0.00016821596938205443
Il22ra1,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm16271,-16.490093,5.697766856555102e-05,0.00016821596938205443
Irs3,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm44796,-16.490093,5.697766856555102e-05,0.00016821596938205443
Olfr878,-16.490093,5.697766856555102e-05,0.00016821596938205443
Gm12023,-16.490093,5.697766856555102e-05,0.00016821596938205443
Dmtn,-2.0136676,5.67363315642994e-05,0.0001677392594152752
Suv39h2,-0.5926834,5.650975144934491e-05,0.00016708747496442105
Tmem109,-0.41224095,5.632859151474481e-05,0.000166630815244069
Ifit1,-1.2623346,5.6232656195806086e-05,0.00016639430065179298
Ccser1,-0.8763539,5.614285306107808e-05,0.00016616458722239726
Gm31912,-17.36461,5.5384277602716954e-05,0.0001640973338455758
Gm33055,-2.0192308,5.5693377948470254e-05,0.00016494156612724626
Prr5l,-0.95895994,5.5765479531100774e-05,0.00016513718954855146
Tnfrsf11a,-1.6446068,5.473129111264787e-05,0.0001622506450867128
Jph4,-2.431285,5.458510613489582e-05,0.00016183485207960265
Gm30246,-16.712494,5.310567546721268e-05,0.00015761976924462526
Gm41764,-16.712494,5.310567546721268e-05,0.00015761976924462526
Lin7a,-1.5487974,5.240636445390321e-05,0.00015561185086296025
Lair1,-1.577495,5.2014490491800225e-05,0.00015451546446497894
Ndufa3,-0.22435427,5.110959182696266e-05,0.00015189345658556239
Dll1,-2.431285,5.0849815203141116e-05,0.00015113787333892464
A330040F15Rik,-1.5426246,5.064633946514582e-05,0.00015056587613424175
Mab21l3,-2.024773,5.0091065225215066e-05,0.00014896376798214213
Gm21411,-2.447875,4.993174237430014e-05,0.00014850613965637437
Terb1,-1.4218974,4.870446809034454e-05,0.00014501396862275648
Gm10320,-2.0192308,4.842230372154047e-05,0.00014420529652151172
Kcnn3,-2.0302935,4.776067470982992e-05,0.0001423280617335174
Tle3,-0.6101609,4.7464610036732966e-05,0.00014150756145806073
1700110K17Rik,-2.4396038,4.7279920350678724e-05,0.0001410031311124611
Cdh3,-1.0425407,4.683274273215179e-05,0.00013971529445104243
Ces2g,-1.1741507,4.557103263848755e-05,0.0001360999676360343
4930473D10Rik,-16.642103,4.454341264923557e-05,0.0001331474486054389
Grxcr1,-16.642103,4.454341264923557e-05,0.0001331474486054389
Car4,-16.642103,4.454341264923557e-05,0.0001331474486054389
Krtcap3,-1.3239946,4.4967568673902095e-05,0.00013437118611180353
Map1a,-0.4983722,4.486794884453772e-05,0.00013408817943327643
Gm30873,-1.3873422,4.47594347025111e-05,0.00013377852716832628
AW495222,-2.035793,4.3887792054569794e-05,0.0001313170834483199
Smoc2,-0.33755097,4.354513873868004e-05,0.0001303346769329293
Cdc42ep4,-0.5971926,4.346615550639306e-05,0.00013012680304726423
Mobp,-2.4560993,4.327952482124038e-05,0.0001295964977181757
Dnah8,-1.0631529,4.294542645533643e-05,0.000128638395887005
Gm10637,-1.8129506,4.284943355214929e-05,0.00012836494231669213
Cyp46a1,-2.447875,4.27126721305849e-05,0.00012798332826836694
Shoc1,-1.8129506,4.2633726295572475e-05,0.00012777482206893692
Mier2,-0.63516605,4.221099780495629e-05,0.0001265356689798772
D16Ertd519e,-2.406549,4.154847363441191e-05,0.00012460434706067095
Slc12a5,-1.3307315,4.0676335257129175e-05,0.00012212293616949613
Ccdc178,-2.4560993,4.0289672785923564e-05,0.00012104191638138987
Gm15543,-0.5972028,4.0305423080287866e-05,0.00012107591224129162
Gm15046,-16.964046,3.9557743703905745e-05,0.00011890840871383228
Morrbid,-0.846212,3.992043623317833e-05,0.00011995902162386837
Actn3,-1.3947077,3.9081923837077e-05,0.00011749105555204947
Myct1,-1.0196477,3.865140751359273e-05,0.00011626081076827392
Zfp385a,-1.6625028,3.8549528856257445e-05,0.00011596714261375022
Asb11,-2.041272,3.824672509708134e-05,0.00011506890747389664
Grip1os3,-1.4704286,3.8081333082916836e-05,0.00011459656532160019
Dpep2,-1.2830704,3.7804689350824544e-05,0.00011380170158164967
Gm33180,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm11659,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm17197,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm10425,-16.407629,3.736783991855011e-05,0.00011256113562402623
Nrg3os,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm34350,-16.407629,3.736783991855011e-05,0.00011256113562402623
Slc13a2,-16.407629,3.736783991855011e-05,0.00011256113562402623
Lgi1,-16.407629,3.736783991855011e-05,0.00011256113562402623
Olfr729,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm37485,-16.407629,3.736783991855011e-05,0.00011256113562402623
Slc26a4,-16.407629,3.736783991855011e-05,0.00011256113562402623
Sult2a6,-16.407629,3.736783991855011e-05,0.00011256113562402623
U2af1l4,-16.407629,3.736783991855011e-05,0.00011256113562402623
Adamdec1,-16.407629,3.736783991855011e-05,0.00011256113562402623
Platr30,-16.407629,3.736783991855011e-05,0.00011256113562402623
4930449C09Rik,-16.407629,3.736783991855011e-05,0.00011256113562402623
Fam163b,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm49054,-16.407629,3.736783991855011e-05,0.00011256113562402623
Art2b,-16.407629,3.736783991855011e-05,0.00011256113562402623
Cd209c,-16.407629,3.736783991855011e-05,0.00011256113562402623
Cd3e,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm47542,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm42848,-16.407629,3.736783991855011e-05,0.00011256113562402623
4933438B17Rik,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm44169,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm13849,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm26550,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm26564,-16.407629,3.736783991855011e-05,0.00011256113562402623
Dmrt3,-16.407629,3.736783991855011e-05,0.00011256113562402623
Apon,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm31522,-16.407629,3.736783991855011e-05,0.00011256113562402623
Nutm1,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm35281,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm43460,-16.407629,3.736783991855011e-05,0.00011256113562402623
Nr1h5,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm9934,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm35933,-16.407629,3.736783991855011e-05,0.00011256113562402623
4930412M03Rik,-16.407629,3.736783991855011e-05,0.00011256113562402623
Tomm20l,-16.407629,3.736783991855011e-05,0.00011256113562402623
Iltifb,-16.407629,3.736783991855011e-05,0.00011256113562402623
Fga,-16.407629,3.736783991855011e-05,0.00011256113562402623
Gm10684,-16.407629,3.736783991855011e-05,0.00011256113562402623
Pde6b,-2.0521677,3.720338177101802e-05,0.00011256113562402623
Pgrmc1,-0.2506067,3.72579507403662e-05,0.00011256113562402623
Trpc7,-16.843746,3.611945172973307e-05,0.00010941633091943881
Mfsd2a,-0.775854,3.6193377538611624e-05,0.0001096281103768264
Gstk1,-0.404043,3.609056069650756e-05,0.00010934094304224878
Gpihbp1,-1.8214695,3.5889626366056544e-05,0.00010879254676056865
Tmem160,-0.30930093,3.585639062920324e-05,0.00010870386779359719
Marchf1,-1.4917396,3.558338966249023e-05,0.00010791217238198054
Slc27a3,-0.42969197,3.5037501070259615e-05,0.00010630391062576935
Siglec1,-2.4642768,3.4827109718827235e-05,0.00010572432473350455
Gm17266,-17.178185,3.4289340529007305e-05,0.00010418449415351508
Aldh9a1,-0.27349666,3.459477978575396e-05,0.00010504240130009346
Fndc7,-2.4642768,3.431840971559089e-05,0.0001042612151401778
Reg1,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm5678,-16.568098,3.380162551875454e-05,0.00010277124516019546
Sall3,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm43507,-16.568098,3.380162551875454e-05,0.00010277124516019546
D930007J09Rik,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm3234,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm38097,-16.568098,3.380162551875454e-05,0.00010277124516019546
4930519P11Rik,-16.568098,3.380162551875454e-05,0.00010277124516019546
Tmc2,-16.568098,3.380162551875454e-05,0.00010277124516019546
4933406B17Rik,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm49853,-16.568098,3.380162551875454e-05,0.00010277124516019546
Asb14,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm5144,-16.568098,3.380162551875454e-05,0.00010277124516019546
Cnga2,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm43210,-16.568098,3.380162551875454e-05,0.00010277124516019546
A530064D06Rik,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm15997,-16.568098,3.380162551875454e-05,0.00010277124516019546
Dsg1a,-16.568098,3.380162551875454e-05,0.00010277124516019546
1700026J12Rik,-16.568098,3.380162551875454e-05,0.00010277124516019546
Mir1931,-16.568098,3.380162551875454e-05,0.00010277124516019546
2810459M11Rik,-16.568098,3.380162551875454e-05,0.00010277124516019546
Gm33056,-2.0575848,3.391117804518512e-05,0.0001030698980482789
Gm15327,-2.0521677,3.372766493865342e-05,0.00010277124516019546
Prr18,-1.0942459,3.2936445499385894e-05,0.0001004876267146869
Lsm14b,-0.25829813,3.280324829758797e-05,0.00010009243275246361
Tnfrsf13c,-16.779612,3.214887121715858e-05,9.820548566145455e-05
Tph1,-16.779612,3.214887121715858e-05,9.820548566145455e-05
Stkld1,-16.779612,3.214887121715858e-05,9.820548566145455e-05
Gm48656,-16.779612,3.214887121715858e-05,9.820548566145455e-05
Ephb1,-1.3252507,3.2322459021341465e-05,9.871365756819754e-05
Cox6b1,-0.18230544,3.212861566485729e-05,9.818755243984762e-05
Irf7,-0.81911224,3.199067769773553e-05,9.777694763027798e-05
Crybg1,-0.7093287,3.181412883950678e-05,9.727000668589627e-05
1810037I17Rik,-0.23101214,3.1181227730813345e-05,9.543112439574003e-05
Otop3,-18.407804,3.0537018712438224e-05,9.358538802398707e-05
Serpinb8,-1.6766617,3.073688902918507e-05,9.413676725437496e-05
4833415N18Rik,-2.4724085,3.0513512085280397e-05,9.352384603327467e-05
Plppr4,-2.0575848,3.0241799777775908e-05,9.273268860429196e-05
Svip,-0.6845046,2.9893096682157516e-05,9.171493636509121e-05
Klc1,-0.29233593,2.96770795425013e-05,9.108288025504867e-05
Gng2,-0.6466427,2.9519009600210356e-05,9.060792794992057e-05
Stc2,-0.9247937,2.8803012661017263e-05,8.844996678481097e-05
Nnmt,-1.0855949,2.8725149014736833e-05,8.82207810516715e-05
Tspan18,-0.61560786,2.8471417817024453e-05,8.74640568098925e-05
Antxr2,-0.3982215,2.8374913439056737e-05,8.718436435140289e-05
Ptprr,-1.1795034,2.7851387988300753e-05,8.56529000050209e-05
B3gat1,-16.712494,2.6682232708094615e-05,8.216839607817588e-05
Gm17171,-16.712494,2.6682232708094615e-05,8.216839607817588e-05
Atp1a4,-16.712494,2.6682232708094615e-05,8.216839607817588e-05
Sox6os,-16.712494,2.6682232708094615e-05,8.216839607817588e-05
Gm37184,-16.712494,2.6682232708094615e-05,8.216839607817588e-05
Plbd1,-0.5663266,2.6668656753115995e-05,8.216839607817588e-05
Vegfc,-0.9870002,2.657982624118823e-05,8.191771033560923e-05
2810030D12Rik,-0.995383,2.6221126787821248e-05,8.083959176692453e-05
Cdc6,-0.82400995,2.619854925181043e-05,8.077910674445852e-05
Ppp2r5a,-0.30587903,2.60673051986813e-05,8.03925939048453e-05
Dnah11,-1.3116107,2.5845285990810306e-05,7.976193550436236e-05
Ddit3,-0.38027096,2.5598886916269198e-05,7.902831405188804e-05
Nkiras1,-0.61752516,2.5572982177276228e-05,7.896619909366351e-05
Gm26893,-17.075085,2.4782514259291737e-05,7.660330429315546e-05
Notch3,-1.1001124,2.5056042936096514e-05,7.742249211003204e-05
Ccdc60,-1.092668,2.498770908932463e-05,7.722008163733224e-05
Gm16268,-17.020634,2.466573470297996e-05,7.628551819160194e-05
Plac8,-0.48778492,2.4488944492445795e-05,7.579884950427928e-05
Ms4a1,-1.6941676,2.4207345098155615e-05,7.496122753940601e-05
Pinlyp,-1.1412376,2.3819683281443294e-05,7.380263420713189e-05
St8sia5,-2.4885354,2.3353910112002178e-05,7.240879034612713e-05
Rcan2,-0.59893304,2.3402619493297383e-05,7.254489958509888e-05
Cstad,-1.1844751,2.3252034290651583e-05,7.213274966291995e-05
Psme1,-0.24521537,2.305096345078612e-05,7.153449137267712e-05
Cma1,-1.8797358,2.267340521884676e-05,7.040281845674663e-05
Meioc,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
2610528J11Rik,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm48129,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm45293,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm9857,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Tacr1,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Kdm6bos,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Serpind1,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm31683,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm37548,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm11228,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Ly6g5b,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Spink2,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Iyd,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Ndufb11b,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gldnos,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm37229,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm34150,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Spink11,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Ocstamp,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Dbx2,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Mymx,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Olfr1217,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Calb2,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm16183,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
F830045P16Rik,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
4930432J09Rik,-16.490093,2.2082487194397824e-05,6.864603755762766e-05
Gm12930,-16.90515,2.2082487194397702e-05,6.864603755762766e-05
Gm15389,-2.5044844,2.2102984846601507e-05,6.868629584188037e-05
Dact3,-1.0633523,2.1916631502436916e-05,6.835615603278903e-05
St6galnac6,-0.4558256,2.1753987444891763e-05,6.786438747804843e-05
Arhgef19,-0.87189054,2.1703425801963918e-05,6.771439088915791e-05
Rem1,-0.8612007,2.1677356886914494e-05,6.764851698290393e-05
Zfp948,-0.5780914,2.1568129879609503e-05,6.731534637665503e-05
Peg13,-0.87100744,2.1472010977472065e-05,6.704601048924059e-05
Rhof,-1.8508962,2.0877529729667053e-05,6.52569197720778e-05
Gm32171,-17.274406,2.0602437769819076e-05,6.44339471282211e-05
Plcb1,-0.57209516,2.079557442985101e-05,6.501563822949984e-05
Ushbp1,-0.7663993,2.0781714211473884e-05,6.497974611954552e-05
Nlrc4,-1.4999403,2.0486005873294713e-05,6.40991769835624e-05
Gm45151,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Gm47208,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Gm47405,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Cldn22,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Il9r,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Gm49318,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
1700003M07Rik,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Mas1,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Gm47767,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
1700027A15Rik,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Gm15232,-16.642103,2.0071216447744525e-05,6.283733776777535e-05
Dio3os,-1.3639537,2.0286833441828876e-05,6.349781192964047e-05
Gm42437,-2.5123932,1.9929670868038302e-05,6.247299698163602e-05
Gm49449,-16.843746,1.94532095236299e-05,6.107059671423102e-05
Aqp3,-16.843746,1.94532095236299e-05,6.107059671423102e-05
Mogat1,-16.843746,1.94532095236299e-05,6.107059671423102e-05
Crybb3,-2.5044844,1.9555928687136807e-05,6.136484552866293e-05
Myom1,-0.668332,1.9303636175187875e-05,6.064286946164476e-05
Ush1g,-1.4999403,1.9203907331940797e-05,6.0350400769334667e-05
Trim30d,-0.95590764,1.906856326343387e-05,5.993886516020435e-05
Plcl1,-0.5902188,1.8883951146780713e-05,5.937907614425358e-05
Musk,-1.711464,1.8735138164254315e-05,5.895867649822909e-05
Nod2,-2.089668,1.8648235491015016e-05,5.870549678440943e-05
Gm10344,-2.5123932,1.8456916297091812e-05,5.813002487709052e-05
Gcnt4,-0.8931948,1.84774524853111e-05,5.818799137329285e-05
Cisd1,-0.41951525,1.8407837089579414e-05,5.798882843622785e-05
